gene,ï..sample,logFC,cell_line,E2_status,hgnc_symbol
55175,Brain.2,3.169235754,ZR751,ED,KLHL11
55180,Brain.2,3.906276591,ZR751,ED,LINS1
55196,Brain.3,-4.024686777,ZR751,ED,RESF1
55197,Brain.3,-4.024686777,ZR751,ED,RPRD1A
55200,Kidney.1,3.174754018,MCF7,E2,PLEKHG6
55205,Brain.2,2.786427058,ZR751,ED,ZNF532
55206,Bone.3,-3.783649513,MCF7,E2,SBNO1
55222,Bone.3,2.772217066,MCF7,E2,LRRC20
55233,Brain.3,-3.684114797,ZR751,ED,MOB1A
55234,Brain.3,-3.542986233,ZR751,ED,SMU1
55259,Kidney.1,3.317078389,MCF7,E2,CASC1
55259,Bone.6,-3.392439159,ZR751,ED,CASC1
55268,Bone.2,2.614279045,MCF7,E2,ECHDC2
55270,Bone.3,-3.615154237,MCF7,E2,NUDT15
55277,Bone.4,3.234987532,MCF7,E2,FGGY
55287,Brain.3,4.052170376,ZR751,ED,TMEM40
55288,Brain.2,2.824192696,ZR751,ED,RHOT1
55325,Brain.3,2.779672619,ZR751,ED,UFSP2
55330,Kidney.1,3.023226456,MCF7,E2,BLOC1S4
55337,Adrenal.3,-2.949026865,MCF7,E2,SHFL
55384,Bone.6,-3.544078066,ZR751,ED,MEG3
55421,Bone.2,2.67259913,MCF7,E2,NCBP3
55502,Brain.3,3.351361498,ZR751,ED,HES6
55504,Bone.2,5.500480533,MCF7,E2,TNFRSF19
55504,Adrenal.1,4.281659363,MCF7,E2,TNFRSF19
55508,Bone.4,3.197738133,MCF7,E2,SLC35E3
55520,Bone.3,3.984070565,MCF7,E2,ELAC1
55553,Bone.6,-3.030909108,ZR751,ED,SOX6
55567,Bone.6,-4.588521373,ZR751,ED,DNAH3
55567,Brain.2,3.956848868,ZR751,ED,DNAH3
55576,Bone.6,-3.639420292,ZR751,ED,STAB2
55578,Bone.3,-2.908024049,MCF7,E2,SUPT20H
55601,Brain.4,-3.359543793,MCF7,E2,DDX60
55616,Bone.3,2.906801663,MCF7,E2,ASAP3
55620,Bone.3,-3.650951475,MCF7,E2,STAP2
55638,Adrenal.1,2.707616554,MCF7,E2,SYBU
55666,Bone.3,-2.691532229,MCF7,E2,NPLOC4
55672,Brain.2,-5.099138593,ZR751,ED,NBPF1
55680,Brain.1,-3.497747199,ZR751,ED,RUFY2
55699,Brain.2,-5.290192829,ZR751,ED,IARS2
55703,Bone.3,3.214103464,MCF7,E2,POLR3B
55705,Brain.2,-2.765114773,ZR751,ED,IPO9
55711,Adrenal.2,2.753495787,MCF7,E2,FAR2
55729,Bone.4,-2.926464829,MCF7,E2,ATF7IP
55734,Bone.1,-4.094892723,MCF7,E2,ZFP64
55748,Bone.2,3.20961692,MCF7,E2,CNDP2
55755,Brain.3,-4.115633127,ZR751,ED,CDK5RAP2
55762,Bone.3,3.305791356,MCF7,E2,ZNF701
55763,Bone.3,-4.624716762,MCF7,E2,EXOC1
55765,Bone.2,3.672625107,MCF7,E2,INAVA
55765,Adrenal.1,-2.852172495,MCF7,E2,INAVA
55784,Brain.4,3.569622217,MCF7,E2,MCTP2
55788,Bone.1,-3.681188389,MCF7,E2,LMBRD1
55789,Kidney.1,-3.759556377,MCF7,E2,DEPDC1B
55818,Bone.4,-3.419848696,MCF7,E2,KDM3A
55824,Adrenal.3,3.224608753,MCF7,E2,PAG1
55829,Bone.4,2.853202882,MCF7,E2,SELENOS
55832,Bone.2,-3.396304672,MCF7,E2,CAND1
55841,Brain.3,-3.463001422,ZR751,ED,WWC3
55848,Bone.4,4.542400707,MCF7,E2,PLGRKT
55870,Bone.2,-3.240626011,MCF7,E2,ASH1L
55916,Bone.1,-3.626945598,MCF7,E2,NXT2
55922,Brain.2,3.708188657,ZR751,ED,NKRF
55929,Bone.1,-3.626945598,MCF7,E2,DMAP1
55970,Bone.3,-3.897996982,MCF7,E2,GNG12
55973,Kidney.1,-3.148641625,MCF7,E2,BCAP29
56006,Bone.3,-3.627185612,MCF7,E2,SMG9
56061,Brain.3,-3.368725912,ZR751,ED,UBFD1
56125,Bone.2,3.790634744,MCF7,E2,PCDHB11
56154,Brain.1,2.546535405,ZR751,ED,TEX15
56241,Adrenal.3,2.927401769,MCF7,E2,SUSD2
56241,Adrenal.1,3.541569495,MCF7,E2,SUSD2
56241,Brain.4,3.196704727,MCF7,E2,SUSD2
56243,Brain.1,-2.630302564,ZR751,ED,KIAA1217
56252,Bone.2,-3.067310536,MCF7,E2,YLPM1
56255,Bone.3,-2.707281825,MCF7,E2,TMX4
56256,Brain.3,-3.938754103,ZR751,ED,SERTAD4
56267,Bone.2,3.070920225,MCF7,E2,KYAT3
56474,Bone.2,2.600825584,MCF7,E2,CTPS2
56624,Bone.4,3.215710204,MCF7,E2,ASAH2
56652,Brain.1,2.943542823,ZR751,ED,TWNK
56731,Kidney.1,-3.564923315,MCF7,E2,SLC2A4RG
56851,Bone.2,3.795979435,MCF7,E2,EMC7
56893,Brain.1,-4.315517187,ZR751,ED,UBQLN4
56896,Adrenal.3,3.807399346,MCF7,E2,DPYSL5
56910,Brain.2,3.071835343,ZR751,ED,STARD7
56913,Brain.2,3.262705468,ZR751,ED,C1GALT1
56919,Bone.3,-4.404734465,MCF7,E2,DHX33
56924,Brain.4,2.982802557,MCF7,E2,PAK6
56929,Bone.2,2.846005074,MCF7,E2,FEM1C
56929,Brain.3,-3.386540131,ZR751,ED,FEM1C
56937,Adrenal.3,-2.611068622,MCF7,E2,PMEPA1
56937,Adrenal.1,-3.173259461,MCF7,E2,PMEPA1
56938,Bone.6,-3.993169026,ZR751,ED,ARNTL2
56941,Bone.3,-4.836429442,MCF7,E2,HMCES
56967,Bone.3,-3.627185612,MCF7,E2,C14orf132
56971,Bone.4,5.41121327,MCF7,E2,CEACAM19
56977,Bone.6,-3.315380526,ZR751,ED,STOX2
56977,Bone.3,3.350193163,MCF7,E2,STOX2
56999,Adrenal.3,4.834201859,MCF7,E2,ADAMTS9
56999,Brain.4,3.773735555,MCF7,E2,ADAMTS9
56999,Adrenal.1,3.745058736,MCF7,E2,ADAMTS9
56999,Adrenal.2,4.283324436,MCF7,E2,ADAMTS9
57007,Adrenal.3,-3.072698087,MCF7,E2,ACKR3
57010,Brain.4,3.169241305,MCF7,E2,CABP4
57010,Bone.1,3.796749685,MCF7,E2,CABP4
57085,Kidney.1,3.072793145,MCF7,E2,AGTRAP
57096,Adrenal.3,3.047935779,MCF7,E2,RPGRIP1
57099,Bone.2,3.010243095,MCF7,E2,AVEN
57101,Bone.6,-4.142768076,ZR751,ED,ANO2
57102,Bone.3,3.959879461,MCF7,E2,C12orf4
57102,Brain.3,-3.350688973,ZR751,ED,C12orf4
57103,Bone.4,3.294336019,MCF7,E2,TIGAR
57106,Kidney.1,3.386653741,MCF7,E2,NAT14
57111,Bone.3,-3.159040772,MCF7,E2,RAB25
57128,Brain.1,2.884892431,ZR751,ED,LYRM4
57139,Kidney.1,3.082786081,MCF7,E2,RGL3
57139,Bone.1,2.57204356,MCF7,E2,RGL3
57143,Bone.2,3.361541564,MCF7,E2,ADCK1
57150,Bone.4,3.746584109,MCF7,E2,SMIM8
57153,Bone.4,-3.651462297,MCF7,E2,SLC44A2
57161,Brain.1,3.173968828,ZR751,ED,PELI2
57167,Bone.3,2.766481447,MCF7,E2,SALL4
57176,Brain.2,4.524917301,ZR751,ED,VARS2
57182,Brain.2,-3.203531892,ZR751,ED,ANKRD50
57211,Kidney.1,-5.250978609,MCF7,E2,ADGRG6
57214,Bone.4,4.095636155,MCF7,E2,CEMIP
57221,Bone.2,-3.502341676,MCF7,E2,ARFGEF3
57333,Bone.1,3.339751896,MCF7,E2,RCN3
57335,Kidney.1,-4.299780911,MCF7,E2,ZNF286A
57338,Brain.3,4.092476953,ZR751,ED,JPH3
57402,Brain.4,2.447169295,MCF7,E2,S100A14
57402,Brain.2,-3.189274473,ZR751,ED,S100A14
57402,Brain.3,-4.007335434,ZR751,ED,S100A14
57418,Brain.3,5.823309937,ZR751,ED,WDR18
57418,Bone.6,3.424635142,ZR751,ED,WDR18
57419,Bone.2,3.329994693,MCF7,E2,SLC24A3
57451,Brain.1,2.845543405,ZR751,ED,TENM2
57452,Kidney.1,2.988223795,MCF7,E2,GALNT16
57462,Bone.3,3.369620807,MCF7,E2,MYORG
57489,Brain.1,-3.0238806,ZR751,ED,ODF2L
57494,Brain.3,-2.865766175,ZR751,ED,RIMKLB
57498,Brain.3,2.537658628,ZR751,ED,KIDINS220
57505,Bone.4,2.722197582,MCF7,E2,AARS2
57506,Bone.2,-3.46969057,MCF7,E2,MAVS
57509,Bone.3,-3.317981096,MCF7,E2,MTUS1
57514,Bone.1,3.722089916,MCF7,E2,ARHGAP31
57522,Brain.2,-2.988617122,ZR751,ED,SRGAP1
57523,Brain.1,3.256743408,ZR751,ED,NYNRIN
57526,Brain.4,4.0822406,MCF7,E2,PCDH19
57532,Bone.2,-3.751297619,MCF7,E2,NUFIP2
57535,Brain.2,-4.497643518,ZR751,ED,ELAPOR1
57541,Bone.3,-3.407308981,MCF7,E2,ZNF398
57542,Brain.2,3.290745526,ZR751,ED,KLHL42
57562,Adrenal.1,2.794029174,MCF7,E2,CEP126
57568,Bone.3,-3.349131361,MCF7,E2,SIPA1L2
57575,Adrenal.1,-5.667561588,MCF7,E2,PCDH10
57575,Adrenal.2,-3.916383531,MCF7,E2,PCDH10
57575,Adrenal.3,-2.69661588,MCF7,E2,PCDH10
57575,Bone.1,-2.871487941,MCF7,E2,PCDH10
57575,Kidney.1,-3.568489524,MCF7,E2,PCDH10
57575,Brain.4,-5.170903535,MCF7,E2,PCDH10
57586,Brain.4,3.931082783,MCF7,E2,SYT13
57599,Brain.1,-3.472375376,ZR751,ED,WDR48
57610,Kidney.1,-3.658242791,MCF7,E2,RANBP10
57613,Bone.4,3.050950413,MCF7,E2,FAM234B
57622,Bone.3,2.930933342,MCF7,E2,LRFN1
57644,Bone.4,4.013578813,MCF7,E2,MYH7B
57655,Bone.3,-3.47687951,MCF7,E2,GRAMD1A
57657,Bone.1,3.315786977,MCF7,E2,HCN3
57666,Brain.1,-2.769531785,ZR751,ED,FBRSL1
57674,Brain.2,-3.370660023,ZR751,ED,RNF213
57680,Bone.2,-3.5077124,MCF7,E2,CHD8
57685,Adrenal.1,-2.762275036,MCF7,E2,CACHD1
57705,Adrenal.3,3.522947739,MCF7,E2,WDFY4
57710,Kidney.1,3.623869373,MCF7,E2,KIAA1614
57713,Bone.4,3.490277559,MCF7,E2,SFMBT2
57728,Brain.2,3.260087057,ZR751,ED,WDR19
57731,Adrenal.1,3.283857912,MCF7,E2,SPTBN4
57731,Adrenal.3,3.210357682,MCF7,E2,SPTBN4
57795,Adrenal.3,3.057768297,MCF7,E2,BRINP2
57821,Adrenal.3,3.224608753,MCF7,E2,CCDC181
58475,Brain.1,-4.112877568,ZR751,ED,MS4A7
58476,Brain.2,4.649237156,ZR751,ED,TP53INP2
58476,Adrenal.3,3.224608753,MCF7,E2,TP53INP2
58478,Brain.3,-3.421521942,ZR751,ED,ENOPH1
58478,Bone.3,-4.145067483,MCF7,E2,ENOPH1
58487,Bone.4,-4.319500217,MCF7,E2,CREBZF
58493,Kidney.1,-3.745511371,MCF7,E2,INIP
58493,Bone.2,3.014441007,MCF7,E2,INIP
58499,Brain.4,-3.076520858,MCF7,E2,ZNF462
58499,Brain.3,-3.071578272,ZR751,ED,ZNF462
58505,Brain.1,-3.802656569,ZR751,ED,OSTC
58513,Bone.3,-4.005967122,MCF7,E2,EPS15L1
58533,Brain.1,-3.675670331,ZR751,ED,SNX6
58986,Brain.1,-3.197248401,ZR751,ED,PGAP6
60370,Bone.4,3.032013803,MCF7,E2,AVPI1
60386,Bone.4,3.337777208,MCF7,E2,SLC25A19
60437,Adrenal.1,-3.021373504,MCF7,E2,CDH26
60559,Brain.3,-3.897935005,ZR751,ED,SPCS3
60673,Bone.3,-3.578446122,MCF7,E2,ATG101
60674,Bone.3,-4.143165278,MCF7,E2,GAS5
60676,Bone.6,-3.398219255,ZR751,ED,PAPPA2
60684,Brain.2,2.784241656,ZR751,ED,TRAPPC11
63874,Bone.3,3.016758598,MCF7,E2,ABHD4
63901,Brain.2,2.736784061,ZR751,ED,FAM111A
63901,Kidney.1,-3.053943473,MCF7,E2,FAM111A
63920,Bone.3,2.793271831,MCF7,E2,ZBED8
63928,Adrenal.2,4.709838518,MCF7,E2,CHP2
63928,Brain.4,5.036561834,MCF7,E2,CHP2
63935,Bone.3,-3.764240568,MCF7,E2,PCIF1
63939,Bone.4,-4.730188869,MCF7,E2,FAM217B
64005,Brain.3,3.833964543,ZR751,ED,MYO1G
64063,Kidney.1,3.345822147,MCF7,E2,PRSS22
64077,Bone.4,3.340722364,MCF7,E2,LHPP
64105,Bone.3,-3.363897182,MCF7,E2,CENPK
64131,Bone.6,-2.902064628,ZR751,ED,XYLT1
64135,Bone.3,-3.743032,MCF7,E2,IFIH1
64135,Adrenal.3,-2.592655103,MCF7,E2,IFIH1
64147,Bone.4,3.301849211,MCF7,E2,KIF9
64151,Bone.3,-2.975175291,MCF7,E2,NCAPG
64168,Adrenal.3,-3.39056519,MCF7,E2,NECAB1
64282,Bone.3,-3.349131361,MCF7,E2,TENT4B
64319,Bone.4,-3.596950814,MCF7,E2,FBRS
64327,Brain.1,-3.401371966,ZR751,ED,LMBR1
64327,Bone.3,-2.914712646,MCF7,E2,LMBR1
64327,Bone.4,-4.01303987,MCF7,E2,LMBR1
64332,Bone.4,-3.653802231,MCF7,E2,NFKBIZ
64359,Bone.3,2.880122907,MCF7,E2,NXN
64377,Bone.1,3.339751896,MCF7,E2,CHST8
64386,Brain.1,2.671688662,ZR751,ED,MMP25
64410,Bone.2,4.098953057,MCF7,E2,KLHL25
64421,Bone.3,-3.151249288,MCF7,E2,DCLRE1C
64429,Brain.2,2.743102704,ZR751,ED,ZDHHC6
64710,Brain.2,-2.682317955,ZR751,ED,NUCKS1
64710,Bone.5,-4.065461684,MCF7,ED,NUCKS1
64743,Brain.3,3.424499307,ZR751,ED,WDR13
64745,Bone.3,-4.040989215,MCF7,E2,METTL17
64754,Bone.1,-3.707563685,MCF7,E2,SMYD3
64762,Brain.2,3.310902443,ZR751,ED,GAREM1
64764,Bone.3,2.590406993,MCF7,E2,CREB3L2
64782,Bone.5,3.615439033,MCF7,ED,AEN
64783,Bone.4,-3.641991072,MCF7,E2,RBM15
64800,Bone.3,3.624460221,MCF7,E2,EFCAB6
64800,Bone.2,3.628552572,MCF7,E2,EFCAB6
64837,Bone.3,-4.022888744,MCF7,E2,KLC2
64853,Brain.3,-4.732407554,ZR751,ED,AIDA
64855,Bone.4,-4.204101174,MCF7,E2,NIBAN2
64925,Bone.3,3.328704251,MCF7,E2,CCDC71
64943,Brain.1,-4.780979762,ZR751,ED,NT5DC2
65003,Bone.3,-3.948126674,MCF7,E2,MRPL11
65005,Brain.3,-4.535905885,ZR751,ED,MRPL9
65010,Bone.3,3.262503989,MCF7,E2,SLC26A6
65018,Bone.2,4.098953057,MCF7,E2,PINK1
65056,Bone.4,-3.872742282,MCF7,E2,GPBP1
65072,Bone.2,4.216025422,MCF7,E2,CFLAR-AS1
65072,Brain.3,3.605352056,ZR751,ED,CFLAR-AS1
65125,Brain.2,-2.57852942,ZR751,ED,WNK1
65217,Adrenal.3,3.09498593,MCF7,E2,PCDH15
65217,Adrenal.2,2.911138022,MCF7,E2,PCDH15
65258,Bone.4,3.180850585,MCF7,E2,MPPE1
65260,Brain.1,3.243874381,ZR751,ED,COA7
65264,Bone.4,-3.37566041,MCF7,E2,UBE2Z
65983,Bone.3,2.910116995,MCF7,E2,GRAMD2B
65989,Bone.4,3.368985385,MCF7,E2,DLK2
65990,Brain.2,3.45420362,ZR751,ED,ANTKMT
65996,Bone.4,3.218580114,MCF7,E2,CENPBD1P1
78997,Bone.1,3.702178106,MCF7,E2,GDAP1L1
79001,Bone.4,3.575020292,MCF7,E2,VKORC1
79006,Brain.3,3.012212033,ZR751,ED,METRN
79018,Brain.3,2.822483847,ZR751,ED,GID4
79026,Brain.2,-3.798221801,ZR751,ED,AHNAK
79026,Bone.5,-3.38330483,MCF7,ED,AHNAK
79029,Bone.4,4.531932961,MCF7,E2,SPATA5L1
79029,Brain.2,4.507145182,ZR751,ED,SPATA5L1
79029,Kidney.1,3.576964196,MCF7,E2,SPATA5L1
79031,Kidney.1,-3.854219659,MCF7,E2,PDCL3
79050,Bone.3,2.772217066,MCF7,E2,NOC4L
79073,Bone.3,-4.544516156,MCF7,E2,TMEM109
79095,Bone.2,3.399805627,MCF7,E2,C9orf16
79159,Brain.3,3.31554294,ZR751,ED,NOL12
79170,Bone.3,-3.578446122,MCF7,E2,PRR15L
79414,Kidney.1,3.146244597,MCF7,E2,LRFN3
79572,Brain.2,2.690518678,ZR751,ED,ATP13A3
79574,Adrenal.1,2.929879097,MCF7,E2,EPS8L3
79596,Brain.2,3.62493753,ZR751,ED,OBI1
79628,Bone.6,-3.301626643,ZR751,ED,SH3TC2
79628,Adrenal.3,3.522947739,MCF7,E2,SH3TC2
79633,Brain.4,-3.122550029,MCF7,E2,FAT4
79663,Bone.2,4.200240596,MCF7,E2,HSPBAP1
79665,Bone.4,-5.722116078,MCF7,E2,DHX40
79666,Brain.2,-3.817079347,ZR751,ED,PLEKHF2
79668,Bone.3,2.536627738,MCF7,E2,PARP8
79670,Bone.4,-3.872742282,MCF7,E2,TUT7
79674,Adrenal.1,2.706219616,MCF7,E2,VEPH1
79684,Brain.1,2.754922484,ZR751,ED,MSANTD2
79689,Bone.3,5.151941009,MCF7,E2,STEAP4
79689,Bone.4,3.510853775,MCF7,E2,STEAP4
79689,Brain.4,3.819736295,MCF7,E2,STEAP4
79703,Kidney.1,-3.148641625,MCF7,E2,C11orf80
79710,Brain.3,-4.054708056,ZR751,ED,MORC4
79710,Bone.5,7.044690759,MCF7,ED,MORC4
79712,Bone.2,3.737947652,MCF7,E2,GTDC1
79739,Brain.3,3.294268273,ZR751,ED,TTLL7
79740,Adrenal.2,3.501409332,MCF7,E2,ZBBX
79740,Kidney.1,3.571996193,MCF7,E2,ZBBX
79747,Kidney.1,4.375238313,MCF7,E2,ADGB
79747,Adrenal.2,3.437389324,MCF7,E2,ADGB
79752,Brain.1,-3.559290711,ZR751,ED,ZFAND1
79832,Bone.3,-2.594028974,MCF7,E2,QSER1
79838,Adrenal.3,2.897685688,MCF7,E2,TMC5
79838,Adrenal.2,3.348754227,MCF7,E2,TMC5
79842,Bone.3,4.130429585,MCF7,E2,ZBTB3
79848,Bone.4,-3.966783702,MCF7,E2,CSPP1
79854,Kidney.1,3.310466123,MCF7,E2,LINC00115
79866,Bone.4,2.760430228,MCF7,E2,BORA
79867,Brain.1,-3.961537611,ZR751,ED,TCTN2
79868,Brain.1,-3.480723718,ZR751,ED,ALG13
79892,Bone.3,-4.33309061,MCF7,E2,MCMBP
79895,Adrenal.2,2.725064451,MCF7,E2,ATP8B4
79925,Kidney.1,2.615849043,MCF7,E2,SPEF2
79935,Adrenal.1,4.425174084,MCF7,E2,CCNP
79935,Adrenal.3,3.105923351,MCF7,E2,CCNP
79935,Adrenal.2,3.383546848,MCF7,E2,CCNP
79948,Kidney.1,3.426775527,MCF7,E2,PLPPR3
79955,Bone.3,4.407501975,MCF7,E2,PDZD7
79962,Bone.4,-3.688737398,MCF7,E2,DNAJC22
79973,Bone.4,3.965349285,MCF7,E2,ZNF442
79973,Brain.4,3.018026953,MCF7,E2,ZNF442
79980,Brain.1,-3.658242149,ZR751,ED,DSN1
79983,Kidney.1,-3.232775212,MCF7,E2,POF1B
79993,Bone.3,-2.981618443,MCF7,E2,ELOVL7
80003,Brain.3,-3.703194565,ZR751,ED,PCNX2
80007,Brain.3,3.668790836,ZR751,ED,C10orf88
80022,Bone.3,-4.347706835,MCF7,E2,MYO15B
80024,Bone.2,4.387832042,MCF7,E2,SLC8B1
80031,Bone.4,3.341191937,MCF7,E2,SEMA6D
80063,Kidney.1,-2.844537786,MCF7,E2,ATF7IP2
80067,Kidney.1,-3.516565356,MCF7,E2,DCAF17
80070,Brain.4,3.118758738,MCF7,E2,ADAMTS20
80119,Brain.1,3.652871464,ZR751,ED,PIF1
80122,Adrenal.2,3.388157991,MCF7,E2,MAP3K19
80124,Bone.4,-3.526638883,MCF7,E2,VCPIP1
80135,Bone.3,-3.627185612,MCF7,E2,RPF1
80142,Bone.3,-3.175874055,MCF7,E2,PTGES2
80143,Bone.2,-3.521716156,MCF7,E2,SIKE1
80144,Bone.3,-4.887339282,MCF7,E2,FRAS1
80149,Bone.2,4.267001229,MCF7,E2,ZC3H12A
80162,Bone.4,3.748251249,MCF7,E2,PGGHG
80168,Brain.3,5.172733712,ZR751,ED,MOGAT2
80169,Bone.3,-3.685881949,MCF7,E2,CTC1
80206,Bone.6,-2.856425945,ZR751,ED,FHOD3
80209,Bone.3,-3.421494251,MCF7,E2,PROSER1
80209,Brain.3,-3.906191741,ZR751,ED,PROSER1
80222,Bone.3,-3.385766363,MCF7,E2,TARS2
80232,Brain.2,-2.695777518,ZR751,ED,WDR26
80315,Bone.2,4.028564793,MCF7,E2,CPEB4
80381,Bone.4,-3.463517829,MCF7,E2,CD276
80781,Brain.3,3.468811839,ZR751,ED,COL18A1
80790,Brain.2,2.772393163,ZR751,ED,CMIP
80856,Brain.3,-3.906191741,ZR751,ED,LNPK
81533,Bone.3,-3.007424955,MCF7,E2,ITFG1
81539,Bone.5,-3.928490132,MCF7,ED,SLC38A1
81559,Bone.2,3.401949376,MCF7,E2,TRIM11
81575,Brain.3,5.565682114,ZR751,ED,APOLD1
81575,Brain.1,4.160604049,ZR751,ED,APOLD1
81577,Bone.3,-3.016798509,MCF7,E2,GFOD2
81577,Kidney.1,-3.599174317,MCF7,E2,GFOD2
81607,Brain.4,2.489513198,MCF7,E2,NECTIN4
81617,Bone.4,4.871134273,MCF7,E2,CAB39L
81620,Brain.3,2.853238323,ZR751,ED,CDT1
81621,Brain.2,4.913116012,ZR751,ED,KAZALD1
81631,Bone.3,-3.201794204,MCF7,E2,MAP1LC3B
81671,Bone.5,-3.427888151,MCF7,ED,VMP1
81855,Bone.3,-3.650951475,MCF7,E2,SFXN3
81928,Brain.2,3.45827318,ZR751,ED,CABLES2
81932,Bone.4,3.20424654,MCF7,E2,HDHD3
83442,Brain.2,3.105479952,ZR751,ED,SH3BGRL3
83445,Bone.5,9.25488329,MCF7,ED,GSG1
83450,Bone.3,3.449858303,MCF7,E2,DRC3
83464,Bone.2,3.070920225,MCF7,E2,APH1B
83478,Bone.4,4.382112919,MCF7,E2,ARHGAP24
83590,Bone.4,2.838686716,MCF7,E2,TMUB1
83607,Bone.3,-3.932685273,MCF7,E2,AMMECR1L
83637,Bone.4,-3.86190455,MCF7,E2,ZMIZ2
83657,Brain.3,4.304594598,ZR751,ED,DYNLRB2
83659,Adrenal.2,3.224179163,MCF7,E2,TEKT1
83666,Brain.2,2.892601808,ZR751,ED,PARP9
83666,Brain.1,-3.967666863,ZR751,ED,PARP9
83666,Brain.4,-2.539646843,MCF7,E2,PARP9
83692,Brain.2,3.378596652,ZR751,ED,CD99L2
83695,Brain.1,-3.877050466,ZR751,ED,RHNO1
83696,Bone.4,-3.817720651,MCF7,E2,TRAPPC9
83716,Brain.2,4.308613596,ZR751,ED,CRISPLD2
83733,Bone.4,6.062333731,MCF7,E2,SLC25A18
83872,Bone.3,-3.633221115,MCF7,E2,HMCN1
83872,Bone.4,-4.038011266,MCF7,E2,HMCN1
83872,Bone.6,-4.952341644,ZR751,ED,HMCN1
83872,Brain.4,-3.164029079,MCF7,E2,HMCN1
83872,Bone.5,-3.520765708,MCF7,ED,HMCN1
83892,Brain.1,-3.771790571,ZR751,ED,KCTD10
84057,Bone.1,-3.681188389,MCF7,E2,MND1
84061,Brain.2,3.209908395,ZR751,ED,MAGT1
84069,Bone.1,2.876559403,MCF7,E2,PLEKHN1
84100,Kidney.1,2.77774638,MCF7,E2,ARL6
84125,Adrenal.2,3.072845155,MCF7,E2,LRRIQ1
84125,Kidney.1,3.537043249,MCF7,E2,LRRIQ1
84131,Bone.3,-3.378513408,MCF7,E2,CEP78
84133,Brain.2,5.128147917,ZR751,ED,ZNRF3
84133,Bone.4,2.758438147,MCF7,E2,ZNRF3
84134,Bone.4,4.629809906,MCF7,E2,TOMM40L
84142,Brain.3,2.657242367,ZR751,ED,ABRAXAS1
84142,Bone.2,2.736362759,MCF7,E2,ABRAXAS1
84154,Kidney.1,-3.673159089,MCF7,E2,RPF2
84162,Bone.2,-3.407840646,MCF7,E2,KIAA1109
84181,Brain.2,-3.631989925,ZR751,ED,CHD6
84187,Bone.3,-4.909587348,MCF7,E2,TMEM164
84193,Brain.3,-3.39352467,ZR751,ED,SETD3
84216,Kidney.1,3.560445464,MCF7,E2,TMEM117
84233,Bone.2,3.629868871,MCF7,E2,TMEM126A
84246,Bone.4,2.659444574,MCF7,E2,MED10
84248,Brain.3,-4.01708282,ZR751,ED,FYTTD1
84269,Bone.3,3.698293682,MCF7,E2,CHCHD5
84272,Bone.3,-3.948126674,MCF7,E2,YIPF4
84274,Bone.3,-3.603021682,MCF7,E2,COQ5
84288,Bone.4,3.085706355,MCF7,E2,EFCAB2
84293,Bone.3,-3.09292985,MCF7,E2,PRXL2A
84319,Brain.3,3.72370667,ZR751,ED,CMSS1
84329,Brain.1,3.777002865,ZR751,ED,HVCN1
84343,Bone.4,-3.739947707,MCF7,E2,HPS3
84436,Bone.4,3.524111281,MCF7,E2,ZNF528
84441,Bone.3,3.139183642,MCF7,E2,MAML2
84445,Bone.3,-3.175874055,MCF7,E2,LZTS2
84447,Brain.1,2.617513138,ZR751,ED,SYVN1
84458,Brain.1,-3.228237453,ZR751,ED,LCOR
84465,Bone.4,4.487050366,MCF7,E2,MEGF11
84516,Bone.4,-3.996816236,MCF7,E2,DCTN5
84525,Brain.3,4.135070755,ZR751,ED,HOPX
84527,Bone.3,3.960798747,MCF7,E2,ZNF559
84530,Bone.6,-4.3665627,ZR751,ED,SRRM4
84532,Bone.4,2.791781497,MCF7,E2,ACSS1
84549,Bone.2,3.460055424,MCF7,E2,MAK16
84553,Adrenal.3,3.166923647,MCF7,E2,FAXC
84619,Bone.3,-3.581652798,MCF7,E2,ZGPAT
84629,Bone.2,-4.187547447,MCF7,E2,TNRC18
84629,Brain.2,-3.557878214,ZR751,ED,TNRC18
84669,Brain.1,-4.637121182,ZR751,ED,USP32
84669,Brain.3,-3.831597355,ZR751,ED,USP32
84675,Brain.4,3.439854298,MCF7,E2,TRIM55
84675,Bone.6,-3.017622648,ZR751,ED,TRIM55
84695,Brain.1,3.444885188,ZR751,ED,LOXL3
84695,Bone.6,-3.153002203,ZR751,ED,LOXL3
84733,Bone.3,-4.897309166,MCF7,E2,CBX2
84733,Brain.3,-3.432996558,ZR751,ED,CBX2
84792,Bone.1,-3.707563685,MCF7,E2,FAM220A
84795,Bone.4,2.624097113,MCF7,E2,PYROXD2
84812,Kidney.1,2.967595711,MCF7,E2,PLCD4
84826,Brain.2,3.340460421,ZR751,ED,SFT2D3
84832,Brain.1,-3.614493812,ZR751,ED,ANKRD36BP1
84844,Bone.3,-3.528002287,MCF7,E2,PHF5A
84869,Kidney.1,-3.431395981,MCF7,E2,CBR4
84875,Adrenal.3,-2.88909502,MCF7,E2,PARP10
84883,Kidney.1,2.775300382,MCF7,E2,AIFM2
84885,Brain.2,4.106027389,ZR751,ED,ZDHHC12
84898,Bone.3,-5.160002608,MCF7,E2,PLXDC2
84898,Brain.3,-4.041865287,ZR751,ED,PLXDC2
84926,Brain.2,3.352095856,ZR751,ED,SPRYD3
84936,Brain.2,3.110495149,ZR751,ED,ZFYVE19
